field_name,nonempty_records,likely_source,provenance_class,current_notebook_use
Unnamed: 682,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 683,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 684,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 685,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 686,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 687,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 688,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 689,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 690,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 691,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 692,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 693,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 694,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 695,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 696,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 697,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 698,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 699,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 700,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 701,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 702,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 703,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 704,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 705,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 706,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 707,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 708,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 709,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 710,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 711,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 712,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 713,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 714,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 715,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 716,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 717,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 718,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 719,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 720,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 721,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 722,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 723,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 724,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 725,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 726,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 727,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 728,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 729,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 730,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 731,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 732,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 733,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 734,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 735,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 736,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 737,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 738,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 739,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 740,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 741,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 742,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
Unnamed: 743,0,Export residue; no content in input,empty_export_padding,Carried through CSV only; not read for routing
