dataset_row,tweet_id,dataset_id_raw,tweet_url,text_from_dataset_original,text_from_live_or_archived_source,retrieval_status,retrieval_source,retrieved_at,text_match_status,text_from_dataset_translated,translated_text_match_status,http_status,error,returned_url,author_url,evidence_sha256,text_match_status_initial,source_difference_class,material_source_text_difference,possible_translation_stage_spatial_change,severe_translation_stage_inspected
580,809621677340442624,8.10E+17,https://twitter.com/dtptraffic/status/809621677340442624,Traffic Alert Breakdown LGV No. DL1LP4524 has removed from Geeta Colony Flyover.,"Traffic Alert
Breakdown LGV No. DL1LP4524 has removed from Geeta Colony Flyover.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F809621677340442624&omit_script=true&dnt=true,2026-09-11T19:01:17.852402+00:00,MINOR_FORMATTING_DIFFERENCE,Breakdown LGV No. DL1LP4524 has removed from Geeta Colony Flyover.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/809621677340442624,https://x.com/dtptraffic,0e1320b02c0ece8ec058c0995a152b2a0ad3b09c04deda5c2e5c6e817067cb8f,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
581,809621101701525504,8.10E+17,https://twitter.com/dtptraffic/status/809621101701525504,Traffic Alert Traffic is heavy in the carriageway from Aruna Asaf Ali Marg towards Kishan Garh due to an accident. Kindly avoid the stretch.,"Traffic Alert
Traffic is heavy in the carriageway from Aruna Asaf Ali Marg towards Kishan Garh due to an accident. Kindly avoid the stretch.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F809621101701525504&omit_script=true&dnt=true,2026-09-11T19:01:17.853401+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic is heavy in the carriageway from Aruna Asaf Ali Marg towards Kishan Garh due to an accident. Kindly avoid the stretch.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/809621101701525504,https://x.com/dtptraffic,057b71ce8e3f94c7d5536b946f6f51f4d3335bd6d3cd6db1e2baa3ad2c62ff97,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
582,809613818385092612,8.10E+17,https://twitter.com/dtptraffic/status/809613818385092612,Part1/2..Traffic Alert Obstruction in traffic in the carriageway from Geeta Colony towards Shanti Van,"Part1/2..Traffic Alert
Obstruction in traffic in the carriageway from Geeta Colony towards Shanti Van",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F809613818385092612&omit_script=true&dnt=true,2026-09-11T19:01:18.012478+00:00,MINOR_FORMATTING_DIFFERENCE,Part1/2..Obstruction in traffic in the carriageway from Geeta Colony towards Shanti Van,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/809613818385092612,https://x.com/dtptraffic,3d601f40e819f764a83d2bda52b7d3b73dd74e867cedeea6da92f6bb23a35666,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
583,809586044530085888,8.10E+17,https://twitter.com/dtptraffic/status/809586044530085888,Traffic Alert Obstruction in traffic in the carriageway from Kalkaji towards Sukhdev Vihar due to breakdown of a truck near Modi Mill.,"Traffic Alert
Obstruction in traffic in the carriageway from Kalkaji towards Sukhdev Vihar due to breakdown of a truck near Modi Mill.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F809586044530085888&omit_script=true&dnt=true,2026-09-11T19:01:18.052983+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic in the carriageway from Kalkaji towards Sukhdev Vihar due to breakdown of a truck near Modi Mill.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/809586044530085888,https://x.com/dtptraffic,4e125346acf4b086e3191e8a50067f135516cb1ead5c41da6b75076189c210a7,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
584,809585050429702144,8.10E+17,https://twitter.com/dtptraffic/status/809585050429702144,Traffic Alert 1/2 भीष्म पितामह मार्ग दयाल सिंह कॉलेज के पास एक पेड़ गिर गया हैं जिससे भीष्म पितामह मार्ग से रिंग रोड की...,"Traffic Alert
1/2 भीष्म पितामह मार्ग दयाल सिंह कॉलेज के पास एक पेड़ गिर गया हैं जिससे भीष्म पितामह मार्ग से रिंग रोड की...",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F809585050429702144&omit_script=true&dnt=true,2026-09-11T19:01:18.141759+00:00,MINOR_FORMATTING_DIFFERENCE,"1/2 Bhishma Patamah Marg, a tree near Dayal Singh College has fallen, from which Bhishma Pitamah passes through the ring road ...",TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/809585050429702144,https://x.com/dtptraffic,4a98fb2725d782d905801b5c2abfb96b633675280706c2a17bf0513e735476a0,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
585,809582069969862656,8.10E+17,https://twitter.com/dtptraffic/status/809582069969862656,Traffic Alert Obstruction in traffic at Azad Market Chowk due to bursting of water pipe line. Kindly avoid the stretch.,"Traffic Alert
Obstruction in traffic at Azad Market Chowk due to bursting of water pipe line. Kindly avoid the stretch.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F809582069969862656&omit_script=true&dnt=true,2026-09-11T19:01:18.251216+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic at Azad Market Chowk due to bursting of water pipe line. Kindly avoid the stretch.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/809582069969862656,https://x.com/dtptraffic,6ea134b491f65d46b4ef33ff81049a85056c7cf2ecf43764a372d2ec58a5435f,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
586,809422854408126464,8.09E+17,https://twitter.com/dtptraffic/status/809422854408126464,Traffic Alert Obstruction in traffic in the carriageway from Moti Bagh towards Airport due to breakdown of a bus near RTR T-point.,"Traffic Alert
Obstruction in traffic in the carriageway from Moti Bagh towards Airport due to breakdown of a bus near RTR T-point.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F809422854408126464&omit_script=true&dnt=true,2026-09-11T19:01:18.255769+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic in the carriageway from Moti Bagh towards Airport due to breakdown of a bus near RTR T-point.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/809422854408126464,https://x.com/dtptraffic,97d365c2f308815b058d99132ac5c31f01327f6e6f97173880945c7f04814797,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
587,809381122178060288,8.09E+17,https://twitter.com/dtptraffic/status/809381122178060288,Traffic Alert Traffic is heavy from Rao Tula Ram Marg Flyover to Airport (both carriageway) due to ongoing DMRC work.,"Traffic Alert
Traffic is heavy from Rao Tula Ram Marg Flyover to Airport (both carriageway) due to ongoing DMRC work.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F809381122178060288&omit_script=true&dnt=true,2026-09-11T19:01:18.610616+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic is heavy from Rao Tula Ram Marg Flyover to Airport (both carriageway) due to ongoing DMRC work.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/809381122178060288,https://x.com/dtptraffic,cdc73c11f4ba4b165f7d73938f5be978269bdcf0fe4ecb2dbdd6a2e579b720d3,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
588,809347195283456001,8.09E+17,https://twitter.com/dtptraffic/status/809347195283456001,Traffic Alert Now traffic is normal from Dwarka to Airport.,"Traffic Alert
Now traffic is normal from Dwarka to Airport.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F809347195283456001&omit_script=true&dnt=true,2026-09-11T19:01:18.623904+00:00,MINOR_FORMATTING_DIFFERENCE,Now traffic is normal from Dwarka to Airport.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/809347195283456001,https://x.com/dtptraffic,6987c887f514321a4197bc78de21d57b703d89a62c3e84e9094de9110c7a66dc,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
589,809341078272782336,8.09E+17,https://twitter.com/dtptraffic/status/809341078272782336,Traffic Alert Traffic will remain heavy near C Hexagon and Tilak Marg due Torch rally between 4 to 5 PM. Please avoid this stretch.,"Traffic Alert
Traffic will remain heavy near C Hexagon and Tilak Marg due Torch rally between 4 to 5 PM. Please avoid this stretch.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F809341078272782336&omit_script=true&dnt=true,2026-09-11T19:01:18.673318+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic will remain heavy near C Hexagon and Tilak Marg due Torch rally between 4 to 5 PM. Please avoid this stretch.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/809341078272782336,https://x.com/dtptraffic,1231ebac4eb15df12564b6cec7a083541266d3ea1ff372b98d8f6c561ad2f9ac,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
590,809300374574092289,8.09E+17,https://twitter.com/dtptraffic/status/809300374574092289,Traffic Alert Traffic is heavy in the carriageway from Dwarka to Airport due to ongoing DMRC work at Dwarka underpass signal .,"Traffic Alert
Traffic is heavy in the carriageway from Dwarka to Airport due to ongoing DMRC work at Dwarka underpass signal .",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F809300374574092289&omit_script=true&dnt=true,2026-09-11T19:01:18.809279+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic is heavy in the carriageway from Dwarka to Airport due to ongoing DMRC work at Dwarka underpass signal .,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/809300374574092289,https://x.com/dtptraffic,67f5b19816ed07bd6637eddcd995994f5dc54cd4f13ca0c8b0cba54e2675a7f4,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
591,809277694319824896,8.09E+17,https://twitter.com/dtptraffic/status/809277694319824896,Traffic Alert Traffic will remain heavy due to Jain Community procession on the following route...1/3,"Traffic Alert
Traffic will remain heavy due to Jain Community procession on the following route...1/3",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F809277694319824896&omit_script=true&dnt=true,2026-09-11T19:01:18.906097+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic will remain heavy due to Jain Community procession on the following route...1/3,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/809277694319824896,https://x.com/dtptraffic,930290435c5c41a86c88f659600daf614b5145c4236a032d3ce996698d4dc578,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
592,809251747185106944,8.09E+17,https://twitter.com/dtptraffic/status/809251747185106944,Traffic Alert Obstruction in traffic in the carriageway from Ghazipur towards Akshardham due to breakdown of a Crane near Ghazipur underpass,"Traffic Alert
Obstruction in traffic in the carriageway from Ghazipur towards Akshardham due to breakdown of a Crane near Ghazipur underpass",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F809251747185106944&omit_script=true&dnt=true,2026-09-11T19:01:18.977816+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic in the carriageway from Ghazipur towards Akshardham due to breakdown of a Crane near Ghazipur underpass,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/809251747185106944,https://x.com/dtptraffic,b76d4cfed67cf381cfa0bf0875e7912faf47ed667f60b7af1cc8a59fda6130f4,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
593,808948274979708928,8.09E+17,https://twitter.com/dtptraffic/status/808948274979708928,Traffic Alert Traffic is heavy on Tolstoy Marg due to procession. Kindly avoid the stretch..,"Traffic Alert
Traffic is heavy on Tolstoy Marg due to procession. Kindly avoid the stretch..",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F808948274979708928&omit_script=true&dnt=true,2026-09-11T19:01:19.047878+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic is heavy on Tolstoy Marg due to procession. Kindly avoid the stretch..,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/808948274979708928,https://x.com/dtptraffic,073697e9812acb5438362571bae72f5013d4d8cc1b6c91ac1b1cf553d58f2f8e,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
594,808946133548445696,8.09E+17,https://twitter.com/dtptraffic/status/808946133548445696,Traffic Alert Traffic is heavy on Tolstoy Marg near Mandi House due to procession.,"Traffic Alert

Traffic is heavy on Tolstoy Marg near Mandi House due to procession.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F808946133548445696&omit_script=true&dnt=true,2026-09-11T19:01:19.108616+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic is heavy on Tolstoy Marg near Mandi House due to procession.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/808946133548445696,https://x.com/dtptraffic,4b1d197a848ea1a39dd3d9852780e01deb7083955fba660f0b817d6ffdbd8b86,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
595,808944315342856192,8.09E+17,https://twitter.com/dtptraffic/status/808944315342856192,Traffic Alert Jantar Mantar & Sansad Marg is closed due to procession.,"Traffic Alert

Jantar Mantar & Sansad Marg is closed due to procession.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F808944315342856192&omit_script=true&dnt=true,2026-09-11T19:01:19.358519+00:00,MINOR_FORMATTING_DIFFERENCE,Jantar Mantar & Sansad Marg is closed due to procession.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/808944315342856192,https://x.com/dtptraffic,53b3f5064612bb513ac04a29ad2f2c2ab5b22b3acc04ca02cc833ca603d357b9,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
596,808883539429052416,8.09E+17,https://twitter.com/dtptraffic/status/808883539429052416,part1/2..Traffic Alert Obstruction in traffic in the carriageway from Maharani Bagh towards Sarai Kale Khan due to breakdown of a,"part1/2..Traffic Alert
Obstruction in traffic in the carriageway from Maharani Bagh towards Sarai Kale Khan due to breakdown of a",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F808883539429052416&omit_script=true&dnt=true,2026-09-11T19:01:19.444306+00:00,MINOR_FORMATTING_DIFFERENCE,part1/2..Obstruction in traffic in the carriageway from Maharani Bagh towards Sarai Kale Khan due to breakdown of a,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/808883539429052416,https://x.com/dtptraffic,ffe044cd437dbdc69f6413852396c60a9749689c151dfb46e284a2c09ceedb51,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
597,808694023724511232,8.09E+17,https://twitter.com/dtptraffic/status/808694023724511232,Traffic Alert Traffic is heavy in the carriageway from NH-8 toll towards Dhaula Kuan. Kindly avoid the stretch.,"Traffic Alert
Traffic is heavy in the carriageway from NH-8 toll towards Dhaula Kuan. Kindly avoid the stretch.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F808694023724511232&omit_script=true&dnt=true,2026-09-11T19:01:19.533933+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic is heavy in the carriageway from NH-8 toll towards Dhaula Kuan. Kindly avoid the stretch.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/808694023724511232,https://x.com/dtptraffic,e218656ecc6929a7b1f3d679a72ab61978c2139efa22747b2a73199a1d1609a8,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
598,808676881876688897,8.09E+17,https://twitter.com/dtptraffic/status/808676881876688897,Traffic Alert Breakdown DTC bus removed from Jagat Puri Red Light.,"Traffic Alert

Breakdown DTC bus removed from Jagat Puri Red Light.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F808676881876688897&omit_script=true&dnt=true,2026-09-11T19:01:19.656670+00:00,MINOR_FORMATTING_DIFFERENCE,Breakdown DTC bus removed from Jagat Puri Red Light.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/808676881876688897,https://x.com/dtptraffic,b2d8388f349e2703d70957de82fbf3c52f473ea72b47f699a063a45e60cfae35,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
599,808668235218309124,8.09E+17,https://twitter.com/dtptraffic/status/808668235218309124,Traffic Alert Obstruction in traffic from Karkari Mod towards Shahdara due to breakdown of a DTC bus near Jagat Puri Red Light.,"Traffic Alert
Obstruction in traffic from Karkari Mod towards Shahdara due to breakdown of a DTC bus near Jagat Puri Red Light.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F808668235218309124&omit_script=true&dnt=true,2026-09-11T19:01:19.765742+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic from Karkari Mod towards Shahdara due to breakdown of a DTC bus near Jagat Puri Red Light.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/808668235218309124,https://x.com/dtptraffic,71f155cfd0b3fe8b94a5cfc53e7bca0e219ba256cff81541cd54cedb5fe6c4f0,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
600,808644157518417921,8.09E+17,https://twitter.com/dtptraffic/status/808644157518417921,Traffic Alert Traffic is normal on Sansad Marg.,"Traffic Alert
Traffic is normal on Sansad Marg.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F808644157518417921&omit_script=true&dnt=true,2026-09-11T19:01:19.768712+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic is normal on Sansad Marg.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/808644157518417921,https://x.com/dtptraffic,ca62b54d98eab7b0ac763d9b943e9dbd0cc3f181730cb500dbfc8e0a3f2091d3,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
601,808614486663802880,8.09E+17,https://twitter.com/dtptraffic/status/808614486663802880,Traffic Alert Sansad Marg is closed due to demonstration.,"Traffic Alert
Sansad Marg is closed due to demonstration.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F808614486663802880&omit_script=true&dnt=true,2026-09-11T19:01:19.902099+00:00,MINOR_FORMATTING_DIFFERENCE,Sansad Marg is closed due to demonstration.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/808614486663802880,https://x.com/dtptraffic,755625551c124249022064425b64741f8de51f9c402719a674f2122d791f6351,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
